	label	tweet
1049	0	Claybo Dawson and I are s smiling_face_with_sunglasses
1050	0	Email me when you need a friendalways here to chat Ive been there many many times so right with you xx
1051	1	My entire body sends sympathies too  I was diagnosed with Rheumatoid Arthritis 11 yrs ago  yay flareups
1052	1	Love scooping feed bunks before we can feed calves
1053	0	Door do not There is no try  Do Do not Try Try again Repeat until you get it right  
1054	0	bruhh I just saw a license plate that had the letters FDB face_with_tears_of_joy
1055	0	Just in case anyone was wondering Veni Vidi Vici in Spanish is Vine Vi Vencí 
1056	1	Honking at me whilst you drive past  so romantic it makes me want to trace you through your number plate and be with you forever
1057	0	No Its actually not Friday Today we proudly present ? Sunday~? So GO ENJOY YOUR SUNDAY
1058	1	Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week  sleeping_facesleeping_symbolconfused_face
1059	1	And people start to drink  Means fun
1060	0	 bad Tom Brady throws under pressure in the 2nd quarter during Sundays 
1061	0	New Years Eve is generally the most overrated party of the year Its supposed to be a huge shindig but usually Im disappointed
1062	1	I love being unappreciated
1063	0	Look   
1064	1	Because your sarcastic
1065	0	Its 846 and Im ready for bed
1066	1	Ouch that hurt face_with_tears_of_joy
1067	0	 Eight in Australia in  via 
1068	1	The Penguins cancelled their morning skate todaydue to icy conditions  
1069	0	 Bad Idea When You climb on the mountain 
1070	1	I love math Im so amped for my final like 7 hours from now I hardly studied for it  smiling_face_with_open_mouth_and_smiling_eyesface_with_stuckout_tongue_and_winking_eyeface_with_tears_of_joypersevering_faceface_with_open_mouth_and_cold_sweattired_faceconfounded_face
1071	1	Im so afraid
1072	0	absolutely shocking that the lamestream media hasnt picked up on this  
1073	0	not speaking he do not like comedy it was spoken jokingly  of his assassination that is  funny guys and gals 22
1074	1	They dont even listen to ur order talk about great customer service thumbs_down_sign
1075	1	and what about the blacks you guys they dont know what to do with money
1076	1	The day one of him minions was carrying a sign saying my mother was fat was one of mine
1077	1	I am starting to think UK has a pretty good basketball team 
1078	1	I just love being told that I wouldnt have gotten hired if my boss knew I was pregnant 
1079	0	Im aware that NYE celebrations are usually laiden with false expectationsIll just be happy to close the door and kick 2014s arse thru it
1080	1	ooh that looks like so much fun
1081	1	I love waking up with migraines  loudly_crying_face
1082	0	why is there a hotdog on
1083	0	dont forget and theyre as smart  kind as lovely
1084	0	Taylor wrote a nasty note on my car today  
1085	1	 Keeping the big channels big and the little channels irrelevant since 2014  
1086	1	Indian society teaches how Not to get raped rather than Dont rape  
1087	0	I just saw another person wearing a heavy winter coat with a hood up  encouraging
1088	1	Hi Orgabeh so we meet again I think youre my soulmate smiling_face_with_heartshaped_eyes  zzzzZzz tired_face  
1089	0	nah dude my buddy puked all over steak and shake
1090	1	yes we officially try that  
1091	0	There are two things that need to better Drafting and the players work ethic Thats it
1092	0	When someone on a conference call talks about housekeeping items Grrr
1093	1	Youre such a great person
1094	1	saturday class wee
1095	1	I dont recall dalai lama talking about busty girls and celebs but apart from that
1096	1	Went off the road this morning as did my English professor  thank you FSU for your concern for commuters  unamused_face
1097	0	how many championships You trying to say that makes him worth more than Saban
1098	0	should just relate to her water first AMEN
1099	1	mocking a spiritually precious holiday for millions is just so courageous of you 
1100	0	Got to play w dogs last night 
1101	0	Apparently its hang up on Ashley daysmiling_face_with_open_mouth_and_smiling_eyes
1102	1	yes except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods
1103	1	Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it Small cozy wedding it is
1104	1	Im truly at peace
1105	1	Learned to play 3 string notes on the guitar 
1106	0	Morgan just asked me if I wanted to play a game with him on his Xbox Usually I cant even look at it
1107	1	The more liberal the city the more class and intelligence it exudes
1108	1	Come to jhb to play volleyball on a fake beach  
1109	0	I dont think its the last time   
1110	1	Wow I really have the best luck known to man  smiling_face_with_open_mouth_and_cold_sweat
1111	1	I love running on 3 hours of sleep  confused_face
1112	1	Theres a reason I dont tell my parents anything cause I always get THE most positive responses
1113	0	How could he kill is best friend  true 
1114	0	My dad would have a shotgun readyMy dad would offer him a beerMy dad would ask him to join his clanface_with_tears_of_joy 
1115	1	Imma kill all you SOBs Jk  
1116	0	Is your internet a bit slow today Blame a thick wet cable 
1117	1	OMG is so fashion  
1118	1	  Road safety campaign donkey killed by car 
1119	1	Love games during the week because I dont get to go to sleep until like 1
1120	0	Every story has an end but in life every Ending ia just a new Begining 
1121	1	Dont you just love when you say hi to someone in the hallway and they completely ignore you Yeah I love that too unamused_facefisted_hand_sign
1122	0	Abraham was actually from modern day Iraq Ur of the Chaldea 
1123	1	Rain and sleet hun Yeah I totally want to get dress and go to work Sounds like  fun  
1124	1	so helpful
1125	1	studying up on narcissism the more I read up the more Im afraid I have this disorder 
1126	1	I love when Im taken as a jokemakes me feel so good about myself
1127	0	Playing golf all day ery day 
1128	0	comparing to 
1129	1	brilliant news for potential young buyers
1130	1	I guess Im not sleeping tonight I didnt want to leave anyways
1131	0	I swear  I can  stand little fucking girl I want to punch her in the fucking face  Bitch needs to go home for real 
1132	1	Flooded basements are always a fun thing to deal with
1133	1	The two constables  Veer Pal Singh Yadav and Avnish Yadav  did not have any criminal record  NDTV
1134	1	3 hours of sleep is sufficient to tackle this day  
1135	1	yeah Im avoiding you by waking up at 6 AM my time so by 10 PM Im exhausted  3
1136	1	heh as if and average work in the same sentence
1137	1	Why is ISIS an acronym for words in English
1138	1	Im up early as I need to drive downtown to take a test bright and early this morning Yay 
1139	0	 RT  
1140	1	Going to go into central for last minute present shopping 
1141	0	 is the game
1142	0	you didnt make enough of a blót to Ullr God of Hunting Skiing and I assume hockey
1143	0	I wish it was January already  Not because of school but because Im having major withdrawals  fair wtfwasthat
1144	1	sorry for being female I didnt mean to interrupt your perfect little manworld unamused_face
1145	1	Isabelle sends me the nicest texts  persevering_faceconfounded_facebroken_heart
1146	1	Swag  
1147	0	Free chocolates and free delivery with all flower orders from Bunches 
1148	1	To be fair he looks like hes lost a lot of weight since his amazingly successful halcyon Leeds days
1149	0	Whats the correct word for racism towards white peopleThere is none
1150	0	Kisses to you bc you lose wisdom todayfrom your mouth  lol I love you text me when youre able face_with_stuckout_tongue_and_winking_eye 
1151	1	Where is the from Showtimes Homeland
1152	1	Jesus Mary and Joseph How sad to go through life suffering from  deficiency
1153	1	Good thing I gotta work today thumbs_up_sign
1154	1	Foxy Lady grinning_face_with_smiling_eyeswhite_smiling_facesmiling_face_with_smiling_eyes
1155	1	wow she really touched them with that tweet
1156	1	I have to leave for school at 9am and Im still in bed 
1157	0	Uhoh Better head for the hills 
1158	0	Plan on using the last 16 of my battery on listening to get through the day 
1159	0	Just walked path from in geek quota for the week is already met p Heres the start 
1160	1	one essay submitted now to start the next one  
1161	0	yara  Im a restless soul youre well aware  but I like my skin perspective as most comforting When any1 expects me to be
1162	0	If your local theater has a physical marquee with letters that can be rearranged its your duty to change them all to The Interview
1163	1	Up all night 2 nights in a row My job is fun  
1164	0	When will this girl learn  
1165	0	With no forwards  sure
1166	1	Dentists oh the joy
1167	1	650 return flight Why I love my family 
1168	0	I love putting up the Christmas tree with the famwhite_smiling_face?christmas_tree 
1169	1	Just snap chatting my sister a few times  
1170	0	Lagopodous  Like a rabbits footNot so easy to drop into conversation but you never know
1171	1	Standard Christmas newsfeed Diamonds everywhere everyones engaged Congratulations  
1172	0	that fits 
1173	0	
1174	0	We all have them people on Instagram who put the most pointless hashtags 
1175	0	Currently a bus wanker I hate people confused_face 
1176	1	Ya and listening to them talk about how hot girls are is a favorite past time _
1177	1	Gee faculty at nicholls are so helpful
1178	1	Stinker of a day Nothing has gone right Got worse as the day went on 
1179	1	  
1180	0	s twitter game is perfect tonight 
1181	0	Iiiiiiii have the best boyfriend everrrrrrrrr
1182	1	If You Re A Chelsea Fan Its natural To Be Sentimental If You re An Arsenal Fan Its Natural To Be StupidSpelling
1183	0	Not passing judgment Been in many binds before and actually love the creativity Vodka is a versatile liquor
1184	0	yet you cant provide ANY source that shows it 
1185	1	I just love EU servers
1186	1	An answer to the one who criticize   
1187	1	Now now Islam is the religion of peace and only Christians can hurt anybody  Get it right  D
1188	1	8ams are just so lovely
1189	0	Close to white folks I am forced to witness firsthand their willful ignorance about the impact of race and racismBell Hooks 
1190	0	Wasnt that full in the nosebleeds where I was sitting but it was fun Crowd reacting to JoePa is my fav memory
1191	1	We rebooted the server it seems ok now YEY  
1192	1	Ppl keep snapping me and I cant snap back because Im looking too good rn
1193	1	At least I woke up feeling a lot better today
1194	1	Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace  
1195	0	 its not your country
1196	0	 VIRGIN  cute teenage virgin playing in her hotel room in tight blue gstring underwear
1197	0	When  how did the ACL tear happen
1198	0	vCAC looks like an even bigger bag of hurt than vCD 
1199	1	funny joke there bae
1200	1	The moral police  vigilantes are very quiet with every I suppose it is Indian culture then  
1201	0	Ben were you going to pick up your pizzas today
1202	0	nope Doing everything wrong Cold Hot Hot Cold Gear seems ok but as today dipped to 14 prob spoke too soon 
1203	1	 cut a promo then states hes facing oh yay
1204	0	ruling party in powertheir powerspeaking only in foreign parlimentto visit out side india during session
1205	1	wow thats impressiveI have to force myself to go just as I will be doing later 
1206	0	Come on its lovely weather for a sleigh ride together with ewe 
1207	1	thats totally obscure
1208	1	to finally win the champs league No teams are that good this year and weve got a solid draw  
1209	1	so basically the only storyline for Caroline Forbes in this season is called Stefan great
1210	0	Yay for days off 
1211	1	Whilst recon its in safe in of course 
1212	0	Do you think Marys parents believed the bubbemeinseh that she was still a virgin
1213	1	Im seeing more and more people using the term and I cant believe Im going to say this but theyre using it incorrectly
1214	0	Im relaxed and waiting for the facts to come out But Ive listened to Blaine hammer on players for doing similar before
1215	0	I keep seeing noon Is it 1PM eastern or noon eastern Need to plan my morning accordingly Please advise
1216	1	Appreciate that he has spared suspending our accounts only blocked us
1217	0	your delusion that people are being killed cuz Obama black is the myth 
1218	0	Thei reights to protest ends where my rights begin They cannot take my right of earning livelihood and free movement
1219	0	Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on HEAVEN If only the snow hadnt turned to rain
1220	1	 IMAGINE THAT Never would have guessed
1221	1	Crime figures true picture may be worse than feared says thinktank report  via  Surprised
1222	1	So now its Hamilton on a Monday night Thanks for all those evening games you give us saturday football is overrated
1223	1	Gotta love the sound of rain beating against the window on Christmas Day  
1224	0	 leaders BAGHDAD – An Iraqi official denied Wednesday 
1225	1	Im a Victoria Secret model Its such a secret not even Victoria knows  
1226	1	unamused_face Half of the testing group was very helpful today
1227	0	They done worked me so hard
1228	0	Amen person_with_folded_hands  I love this If you didnt plan then its your problem face_with_stuckout_tongue_and_winking_eye  emergency  Pearl 
1229	1	Whoops Didnt know I had to live up to other peoples expectations instead of mine Let me just fix that  
1230	1	Cant wait for next year when its a Cyber Month Sale
1231	0	its a
1232	1	lets face it at the mo theres delays on any day ending in a y 
1233	0	Best Christmas gift new album 
1234	1	I love that when a female expresses herself in an emphatic manner its always attributed to her menstrual cycle Mags  
1235	1	Im so persuasive lol
1236	0	study 
1237	1	 the hospital for a new allergy test Love it
1238	1	even your link to the service alert is down
1239	0	HEY LOOK THERE
1240	1	And you just skip my TBH Do you not like me so much as to just erase me from your life or something face_with_look_of_triumph
1241	1	oh joy now i get to have even more of them in my living room  
1242	1	Human brains disappear every day Some of them have never even appeared  
1243	0	Happy New Year all my Twitter people Hope you have a happy and successful 2015 Lots of love face_throwing_a_kiss 
1244	1	Turns out a sausage butty from burger king is just a burger Really enjoyed eating that at half 8 in the morning  
1245	1	Ma thing  
1246	0	girl3 
1247	0	Missed off the  hashtag
1248	0	First nigga to grab it from behind No homo
1249	0	Loooooool RT Monday is done Friday is around the corner
1250	0	New homeschool year New Marketing business Clickbank University Wealthy Affiliate Writing the book finally 0_0
1251	0	SCRATCHING THE NIGHT OFF MY EYES
1252	1	Working on Boxing Day is so fun
1253	0	To all u ur not worth a hair on our heads Tough being a but at least my is loved by Me
1254	1	Its too bad all this is happening to it looks like a really good movie
1255	1	gun laws will fix everything
1256	1	SO to the Bengals for sucking it up yesterday Totally made it worth me staying up 24 hours yesterday and coming to work this am
1257	0	I mostly follow my lists but I dip into the full feed randomly
1258	0	not that it matters a message board thread is not an authoritative source 
1259	1	weary_cat_faceface_screaming_in_fearweary_cat_faceface_screaming_in_fearweary_cat_faceface_screaming_in_fear face_with_tears_of_joyfather_christmasface_with_tears_of_joyfather_christmasface_with_tears_of_joypistolpistol bringing this at movie tuesday night  
1260	1	Mom how about we bring your physical trainer Dunckin Donuts Yes bringing donuts to a fitness fanatic would make perfect sense
1261	1	you are by far the funniest prick in the world at the moment Can you please come to Geelong We have a normal mayor
1262	1	Thank you Harding science department for only giving us 55 minutes for our final
1263	1	I guess this is where he lost a couple of million to Lambias is it   
1264	0	I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town Where are you from
1265	0	stlYou Will Never Win Again RT New Manager New Striker New Transfer Committee cont 
1266	0	Maybe they are going to jump in and land on something that is technically not the ground 
1267	1	also sick names
1268	0	Babysitting night Hoping my car doesnt get towed bc idk where to park face_with_open_mouth_and_cold_sweat
1269	0	you mean it doesnt mean so much hate  oh orz
1270	1	Second prize is TWO signed copies of Boris book 
1271	1	wisdom I had a head cold so I took my own advice  Motrin hydrated and changed my socks Cold eliminated  
1272	0	Follow now for great tweets about starting an online shop  StartOnlineHere
1273	1	its ok Kev Gurneys bowling the next over
1274	1	I take blazing hot showers so I can get used to burning in the pits of hell 
1275	0	Festive to 
1276	0	I love procrastinating but I hate cramming _
1277	1	 Entertaining journalists collecting facts about annoying dentists 
1278	0	biggest task is to get me to look shall one do that  looking of them too
1279	1	Zuckerberg says he wears a grey tshirt everyday because he doesnt want to waste time on things that dont matterHe runs Facebook
1280	1	My stomach is a Wonderland for gas inducing bacteria 
1281	0	Here comes the universe 
1282	1	Thank God the resigned Carmelo  
1283	0	Heaven knows Im miserable now   
1284	1	Should be a balanced view then  
1285	0	Alone Tonight cause its a personal song which helps me to imagine myself beyond another world 
1286	0	Thx If thry real why dont you have them Friend me on 
1287	0	Boone Pratt The Evolution Will Be Televised Directed By Devin Gibson o  via 
1288	1	Off to brave Tesco Humungous shopping list hail outside 
1289	0	 weird  
1290	0	Breaking up with your girl so you dont have to buy her any presents  doe
1291	0	 As CitiBike gears up to expand the 
1292	1	Ooh Someone knows how to click the Unfollow button Im impressed  
1293	0	Im so ready to get drunk tonight
1294	0	I think the new sweater I bought is a maternity sweater Oh well Its super cozy
1295	1	Double dance with the boys is what makes a Monday worthwhile
1296	1	Obama wants closer relations with a Marxist nation Im SHOCKED I tell you  SHOCKED    
1297	0	oh haha no they aint face_with_tears_of_joyface_with_tears_of_joy you aint even seen em
1298	1	Being able to think your self angry is such a nice gift to have  
1299	0	in the paper that supported the blackshirts
1300	0	you are the one LYING 
1301	1	Cool to know I have people I can talk to when having a shit night
1302	0	OSU opponents record much better than Baylor Outright conf champs Wins against 7 tms with winning records Baylor 3
1303	1	happy new year to you too Thanks for the reply
1304	0	dressing gown on turkey and buffalo sauce sandwich in hand and big fat quiz of the year  
1305	0	at 825 per day those are definitely not Costco socks I must say this  funky sock movement is kinda cool
1306	1	A tiring selfieebut yet looks P Aftr long work I love unii  
1307	0	This has nothing to do with anything at all but I hate the word fleek It sounds like something Id name my Neopet
1308	0	Oomf should be chowed in her moms car
1309	0	Stop living like a king youre not one So using this in real life 
1310	1	I think I might be an artist  
1311	0	im really stoked about going abroad in the fall and well next week but thats for completely different reasons 
1312	0	Look behind you  Tara  Ella  Starbucks  The Omni Santry 
1313	1	i dont like yellow but most of my things are yellow  hi kapitana Nagaaral kmi ni ASDFGHJKL HUHUHU
1314	0	Love ya Jerry but what the heck was that
1315	0	Im not usually a fan of anything or but OMG These are the best cookies Ive 
1316	0	Image via We Heart It   
1317	1	Take my time because I want it all right  
1318	0	annnnddddddd your opinion is irrelevant
1319	0	 Its Not FinishedIts Not Ending Its Only The When Is In It Are 
1320	1	I know but in the big spot the only time Ive watched him he choked Haha Must mean he sucks right
1321	0	oh my fingers stick together
1322	1	Cant wait to work with the dream team again today  seenoevil_monkey
1323	1	I just love a chaotic school run
1324	1	this is my new fave thing on facebook  
1325	0	please reply to this gentleman on behalf of all of us here  
1326	1	My luck just keeps getting better and better
1327	1	Deutsch is a misogynistic toad how shocking hes a bigot too   
1328	0	 Google Drive Review 
1329	0	dont say anything just retweet it  
1330	1	Ok hope it will rain soon  confounded_face
1331	0	 nope you do NOT fit that definition 
1332	1	Second day in a row that Im late to work Thanks Service definitely worth a fare hike  
1333	1	Yeah so Im on a dietslice_of_pizza  
1334	0	Ebola leaves hundreds of thousands facing hunger in three worsthit countries 
1335	1	Dont be offended when you hear when people refer to The word holiday is derived from Holy Day 
1336	0	lol  then
1337	0	WOW Doutzen looks amazing after having a baby
1338	1	It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark
1339	1	J Cole has a song about being a Virgin and then not being a virgin 
1340	0	Thanks for the update Spot Im good w That If you can Post some stuff on this on my blog 
1341	0	  so Ugly Christmas Sweater Womens Sz M 
1342	1	Well that was a great way to start off my morning grinning_face
1343	1	Now I see why this play wasnt reviewed Because it wasnt even close  
1344	0	Catching up on the RHOAthe drama
1345	0	Never has an been more dependant on govt money than we are now PEOPLE we spend more than we earn
1346	1	which one is more disturbing dan Tickling an elfsaubergine or biting it  grinning_face_with_smiling_eyespistol 
1347	1	hitting the big issues champ
1348	0	 RT RumourIsImADads accent
1349	0	least I could do for barging into your convo
1350	1	on and which is and 
1351	0	We live in a world where even the neighbors look alien
1352	1	plus my memory is short and I deleted all those pic you shared Boom
1353	1	Nice weekend off but back at work tonight Over the fucking moon
1354	0	Bridalrangemadequality jewellery on the high street
1355	1	SoI should click on the link in your private message to see the nasty rumor going around about me  
1356	1	My current Christmas song obsession Played it nonstop all weekend   via 
1357	0	Flight diverted over boiling water incident 
1358	1	For 9 grand a year we definitely get all of the information we need in this practical class
1359	0	what happens if I RT 
1360	0	Sneaking in a round of mini golf at at before the kiddos 
1361	0	My Twitter account is worth 10020 according to Social Account Worth Calculator See how much youre worth 
1362	1	The  of taking a break from reading about to check my social media
1363	0	Video By Drops Today with and 
1364	1	I hope that all those people who missed connecting flights take joy in this wonderful experience  
1365	1	He was caught attendinggasp a Latin Mass
1366	1	I love how can stay up and tweet but cant stay up and hang out with me 
1367	0	lol has his website been suspended again 
1368	1	The worst is when they consider things like conservative tribune as a credible source of information Totally not bias
1369	0	RT Meanwhile in Caguas Rusney Castillo goes 45 with mammoth HR man Alex Cora loves this guy
1370	1	I just want to thank elenat on tumblr for spoiling me   Honestly Fuck you 
1371	1	I love waking up five minutes before I have to be at school
1372	0	I already cant wait for Julia to come back
1373	1	Its gonna be a loooong day  but yolo lets have fun smiling_face_with_open_mouth_and_tightlyclosed_eyes
1374	0	Youre slipping back into hate figure territory
1375	1	Being used is such a great feeling
1376	1	Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption
1377	0	People are loving this Funk Lets keep the Tweet going on 
1378	0	Where I am   Boys Town 
1379	0	I have footy socks on trackies a tee a fluffy dressing gown and Im wrapped up in my quilt I sweating bean but shivering my nuds off
1380	1	My finger is so ducking attractive without my bandage tbh
1381	1	Accidentally breaking your own computer when your tech support Haha  talk about employee of the month  personal_computerfloppy_diskpistol
1382	1	So glad all that voting was put to good use
1383	1	Ppl make blanket statements about a whole race as a defense that they are sick of hearing about race
1384	1	I just love being wide awake at 4am
1385	1	The word Taliban comes from the root word Talib which means a student 
1386	1	Yay its fucking Monday life is so perfect and magical I love everything
1387	1	Event technology session is having Internet problems   
1388	0	RT Sources tell and me that Dodgers are showing serious interest in Jon Lester
1389	1	Can anyone tell iv been uploading items onto depop today lol  
1390	0	wheres me boots happy
1391	0	It scares me when I think about what things will be like a year from now 
1392	0	The last Twolves game I was jacked for was right after the lockout in 2011 vs OKC Rubios 1st game I wonder if I when I will again
1393	1	Everybody is out there traveling the world and Im sitting here studying maps for my last exam  
1394	1	cleaning up spew is a definite highlight of my job
1395	0	right Clearly the popo has been playing too much Call of Duty
1396	1	Actually Israels demand renders it antisemitic acc to your mates favourite non definition of antisem
1397	1	Thank you strange vet husband at the bar for reminding me that I will be in debt until I die   
1398	1	Love that I can count on people
1399	1	I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket
1400	1	Yea I love it when 2 is already throwing a tantrum upon waking up Totally Awesome ok_hand_sign  
1401	0	The winner goes to this stocking They bribed me  
1402	1	 Worlds most villainous climate criminal Australia attempts to heavy other nations at Lima  
1403	0	Id rather you know and be upset than hide it for you to only question things later
1404	1	Its almost 1am and and I are arguing on why the guy is cute or not Really This is our lives Come on were adults
1405	0	not always Theyve found them in 500k homes
1406	1	Thanks for taking down  3 We all love you for this 3
1407	1	yeah So as you can see I have great success with the ladies And Im totally excited for having sex some more
1408	0	Senate Just Confirmed a New Cabinet Member That Has 2nd Amendment Supporters Furious  The Senate confirme 
1409	1	Having nothing you studied be on the test is just fckn greaaat
1410	0	marty posts FACTS with PROOF you you make shit up 
1411	0	Falling asleep to the sound of rain is so relaxing umbrella_with_rain_drops?
1412	0	Okso these two are my and I am  ashamed to admit that I actually cried when my 
1413	0	indeed two people from the opposite political divide not slinging insults What is twitter coming to
1414	1	The biggest  is that gunned down school kids in the same country that received the Nobel prize for 
1415	0	I dont think Ive ever even made weed brownies in my lifeidk where you get this bizarre idea from lol
1416	1	What a BEAutiful day in Scotland   lol
1417	0	nice We make it in a pot with butter  Himalayan salt Sometimes with infused salts for a change
1418	1	Looking forward to doing my 4 page essay tonight face_savouring_delicious_food seems like fun
1419	0	Ill grin or ill grin Theres two ways to read my name
1420	1	SEEING ON SATURDAY whaddddddup 
1421	0	A new year about to startSo many people came so many wentBut always wats gone is better
1422	0	Yoga pants a sweatshirt and nikes am I yet face_with_tears_of_joy
1423	0	BITCH WHERE THE FUCK U THINK IM GOINGBETTER SIT ON DOWN WITH THE REST OF THESE BITCHES WAITTNG FOR ME TO MOVE  NEVA
1424	1	 RT  
1425	1	Taking a final then going straight to work Im just peachy about it
1426	0	May be cold tomorrow December 28 2014 A low of 7?  dress warm
1427	1	buuuut fast iteration and prototyping to productionready code
1428	0	Youre on my People Who Antagonize Me list  via 
1429	0	Lets go CAVS  Quicken Loans Arena 
1430	0	Toronto man finds woman with exgirlfriends name for free trip around the world I should have changed my name
1431	0	Chenua Achebe  when things fall apart
1432	0	Thank you I think i filled it out correctly
1433	1	Girls who dip
1434	0	what do you think good name or what
1435	0	flag_for_Faroe_Islands???? THISwebsite now worth 15 MillionYou get paid for posting 
1436	1	Monday mornings are my fave 
1437	1	Thanks mum for farting  Not once but twice during dinner with the BF 
1438	0	Being on is already pretty good but they also master  of irony Do we tell them 
1439	0	Lets set the record straight McCoist the player legend Fact  The man held us together when no one else would  Wont ever b forgotten
1440	0	History check anyone know what this is 
1441	0	Off in to town to get a bday prezzy how rude to have a birthday in Xmas week 
1442	1	The  of how worst films become must see 
1443	1	You are freer in Bethlehem than you would be anywhere in rest of the Arab world   much
1444	0	not knowing that it was about covering the points hasnt kept us from winning two weeks and almost winning a 3rd
1445	0	I dont think I know x
1446	0	This kid right here makes me so happy heavy_black_heart? 
1447	0	If this is love i dont wanna be loved  You pollute the room with your filthy tongue  
1448	1	Yeah thanks for that
1449	0	Stop trying to make me post my location twitter I dont want to post my location Stop
1450	0	Just seen the result What the actual 
1451	0	Get Updated with Basant Rai is out  Stories via 
1452	0	Ya welcome hunnykiss_mark
1453	1	Good thing y days not ruined
1454	1	Yes I want to honor someone who died so Ill go steal a TV and Xbox and whatever else I feel entitled to
1455	0	Long Gold Layered Pipe Necklace Set 20Leave email for invoice 
1456	1	Dang my selfie game is on point when Im drinking  
1457	0	but he is a lot of laughs 
1458	1	So if three geeks can bring down the whole of Microsoft and Sony networksmy annual firewall subscription is worth every penny
1459	1	Good news Thanks to the my husbands insurance premium jumped up 9712 in one year Hooray  
1460	0	to you too  thumbs_up_sign
1461	0	I just texted you Now Im going to sleepnot ignoring
1462	1	Nothing is better then an 8am class
1463	0	 More than 60 
1464	1	Cluck RT Most transparent administration ever sends passwordprotected documents to Oversight  
1465	0	Sometimes you have to forget what you feel and remember what you deserve
1466	1	Working super early on a Friday when your will is weakest is a pure treat  
1467	0	I like how people freak out when they hear Im still getting paid while Im off for over 2 weeks Join the military duh
1468	0	So faved my tweet What was my reactionmy parents thought I went crazy  Ashamed 
1469	0	miss u Im leaving on 7th so  Need to see you before I go weary_faceweary_faceweary_faceweary_face
1470	0	she went from a faded orange mess to a dark brown with red streaks I of course forgot to take pictures
1471	0	is  your concern its 
1472	0	Youd hope that a film like that would lose relevance after a couple decades but nope
1473	1	Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husbands new boots
1474	0	Each snooze button is more tempting than the last sleeping_facesquared_sos
1475	0	Fucked up  in the mood at all
1476	1	Coin  WatcherOnAWall Anyone else find it sad that we have to remind Conservative Republicans that Torture is wrong 
1477	0	Tamir Rices Memorial is today His family had plans of seeing him grow up Not gunned down by police Police  
1478	1	Eating sweets in PE
1479	1	No need to act like Im the fav child I know this already
1480	1	Funny your the broken one now Im the only one who needed saving
1481	0	my baby will  have caps on her teeth 
1482	0	I come up with some ridiculous scenarios in my head thought_balloon
1483	1	Love that I still have kids that still wake up early on Christmas  
1484	0	i am okay with a trade but they better get a darn good package and it better not be in the division
1485	0	My Com professor keeps talking about Twitter Lel
1486	1	Oh how I love this  
1487	0	Frisky at 2am Thats nothing new
1488	1	Love that my buses are every half an hourangry_facepouting_faceface_with_look_of_triumph
1489	0	All the more reason for it Competition breeds innovation  the consumer wins
1490	0	  so Ugly Size SMALL Christmas Sweater Cardi Basic Editions Holiday Vintage 
1491	1	I just love when you test my patience white_smiling_face?
1492	1	Welcome to twitter myself n r at ur service as ur twitter coaches
1493	1	napalm hotwings  love the show it real
1494	0	Sometimes I can make funny comments  
1495	0	Dayum I really got the house to myself while my brother still has school all week smiling_face_with_sunglasses
1496	0	 a bad idea 
1497	1	You know when you send presents to friends who live far away and they never get there and you handmade most of the stuff yay
1498	1	I used to joke around about my cats being able to open my doors never expected it happen
1499	0	We buy into liberal individualism and see our individual fate as black people in no way linked to the collective fateBell Hooks 
1500	0	draw draw going to lose Pelle on my bench in fantasy been a fucking shit night for me
1501	1	 how half of the world is suffering from obesity and the other half is dying of famine
1502	0	I got to meet a real CSI tonight but the little jerks who broke into his office at 2am  coolpouting_face
1503	1	If his Twitter account is any sign then this book looks to be a must read  id rather read twilight 
1504	1	UK PM making sure child abusers are brought to justice I can assume people will be brought to justice  
1505	1	Balak to Balaam Come now curse this people for mefor I know that he whom you bless is blessed and he whom you curse is cursed
1506	0	Gurus to newbies everyones getting in on this while they can You need to see it RIGHT NOW 
1507	1	doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic
1508	0	tis the season for unwanted gifts
1509	1	My future I still enjoy it playing football too much and I play with passion Tottioh no the team is doomed 
1510	1	Awh I love her replies they get me feeling all types of ways  
1511	0	Theres always that one friend to motivate and make you feel better El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela 3 
1512	0	ok thanksone more question does a Computer Scientist take the same salary as a Computer Communication Engineer
1513	1	stoked
1514	0	huge congrats on signing Couldnt be happier for you  the fam Hows the view from Everest 
1515	0	Please dont fuck with me when I first wake up a morning person
1516	1	Are they allowed to be touching each others kneecaps like that 
1517	0	Produce all kinds of Creative Designs  
1518	1	Im seeing while I search for a for my 
1519	0	
1520	0	you know what would make break 1000000x times betternot having practice
1521	0	with their SEC bias right now 
1522	0	were  Its a summer 
1523	1	EVERYTHING IS AWESOME   
1524	1	haha cannot wait for monday  at its best cheers
1525	1	 the people looked down upon are ones coming to his defense This isnt about raceits about rape 
