	label	tweet
949	0	that s where you are wrong  I can just watch his films and not follow him on Twitter 
950	0	I can t remember the last time I saw a newish GTi and have only ever seen 1 Golf R  What has changed 
951	0	I really really want apple pie boilo
952	0	This sounds high  but is safe for short term use  It dramatically increases antimicrobial peptides in the blood 
953	1	Ostentatious  a showy display designed to impress   Thats the word I immediately think of when I see a woman feeding her child   
954	1	For Queen and country yet they go down and destroy an English city and attack English police lol
955	0	Congrats still SASMVT for a good run  Ulitin nalang ulit ang 6 peat next year   
956	0	She s in Malawi and I m stuck in joburg  fair 
957	0	If someone could come give me a massage that would be gr8
958	0	I have playing in the back ground at work    ohhh  p but 
959	1	my favorite thing to do on Tuesday is write psychology papers neutral face   
960	1	Yay for early morning protestors   
961	1	Arizona Coyotes forge deal with BMW  But  relocation   
962	0	hello  can you give me an guess when Xbox core services will be fixed 
963	1	Joel Olstein  a man who hardly ever mentions Jesus in his sermons   is going to talk about the meaning of Christmas 
964	1	for doing today  smiling face with open mouth and smiling eyes    see no evil monkey   
965	0	I dont understand tlist as I dont read inamorata I only read inamorato lmao or prob  lol
966	1	She did two marijuanas and look what happened  Don t    
967	1	    slaying in Igloo Australia s home country lol  RT   Nicki is SLAYING New Zealand  
968	0	See  this is why you shouldn t use version control     
969	1	Less than 5 hours sleep  fantastic   grinning face with smiling eyes 
970	0	wesay Yar her date was good  winking face  I guess she in first meeting wanted to b seen with a girl or smth in hindsight I found her mashkook 
971	0	sorry  missed off my  tag from the end of my tweet
972	1	I love it when adults act like children     
973	1	I feel faint after chasing a whippet and Lily  Libby  Gabby  Millie the cats who were playing chase in the garden    
974	0	Adorable little white tiger 
975	1	I asked God to protect me from my enemies a long time ago    short after I started losing friends  or 
976	1	Aren t humans the ones who are playing the sport 
977	0	not now guys finals  hundred points symbol 
978	1	K should give us a famous bf  some fan need an entertainment apparently
979	1	That ll work     
980	0	Didnt have no time to wake and bake this mornin  winnin  pouting face  face with no good gesture 
981	1	Awake this early on my only day off before christmas   feeling ill banging head  bunged up  shivering    Just what I need    
982	0	It s beginning to look a lot like Christmas  
983	1	Sony Studio Bosses To Employees  Don t Worry  We ll Be Fine  I know I d feel better   
984	1	I bet those fairways and greens rival the work of 
985	1	haha quite right mate  They coonty workers have got it aff easy Al tell ye  Oot here workin like a hamilton accie  man with turban    face with tears of joy  face with tears of joy 
986	1	Lifes like a bird  its pretty cute until it craps on your head   
987	1	this is shallow af  stop discriminating eyes  all eyes are beautiful 
988	1	MK1 Shadow Shift was so much fun   
989	0	Pierce had 34  What s wrong with 36 
990	0	When we stop accepting crumbs in the name of love  only then we can equally appreciate the silence of solitude   festivity of loving 
991	0	God bless whoever came up with the idea of making coloureds bruh  not cape colourds thou
992	0	NEW MUSIC     Crack Music   
993	0	Saturday selfies miss you guys jessica101xxx mark8  face throwing a kiss  face throwing a kiss  face throwing a kiss  face throwing a kiss kiss each and one    
994	0	If you re loving this game  we ve got a few desserts you might enjoy  even Arby s is talking smack to FSU
995	0	Exactly 1 year ago today   via  
996	0	It was a greaaaat night   white smiling face ? grinning face with smiling eyes 
997	0	I wonder if they have that in an audio book   
998	0	Queens Of The Stone Age no Rock In Rio  ícias 
999	1	wants me to get hit by a bus so she can get a 4 0 
1000	0	Hold It Bub         
1001	0	unless he s changed 
1002	0	Please follow me  I have a technical question  Thanks 
1003	0	morelikes app   
1004	0	no im not mate  yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok
1005	1	  When some archers fight with  supple  bows the way hoplites fight with stiff spears  
1006	0	Lol RT Wouldn t surprise me if Soldado bangs in a hatrick and we win 0 3 against Chelsea tonight    The legend is back
1007	0	Tonight s family bonding presents a dark quite house playing Marco Polo with a side of nerf guns 
1008	0	All Can Do Beautiful Is Your Winning Is  Important Taking Part   Having Fun Is What Matter s    
1009	1	So I heard a college dropout is offering a graduate from best College a jawdropping package 
1010	0	When are you buggering off out of the country
1011	1	amazeballs  
1012	0	I infer that you are besmirching coffee  but that can t be right
1013	1	I need a new job so I can read books again  I miss reading  Being an English teacher really gets in the way of reading 
1014	1	yep  that s what they say  
1015	0	as   via 
1016	1	seeing ppl walking w  crutches makes me really excited for the next 3 weeks of my life
1017	0	Day 39 40  3 Train   via 
1018	0	Running on less than 4 hours of sleep    
1019	1	Loving how Fulham looks like a playoff team  
1020	0	Count the scars on your soul
1021	1	Big shocker that 2 of 8 called in
1022	1	Does the word  counter productive  ever mean anything to people when they sit around and dream up ideas to double their wage 
1023	0	Check out some things I ve been really loving recently during the holiday season  
1024	1	36 hours no food no drink going strong   person with folded hands  loudly crying face  hot beverage 
1025	1	Another great day on the 
1026	0	Damn  That would have made excellent thing to recount in autobiography  p
1027	1	Couldn t agree more  RT Nothing makes me feel more special than receiving an automated DM 
1028	0	Photoset  babaybubblez  aquabreeze  disgustinghotels   all men But lets not forget In the real story     
1029	1	Thank you to all of the lovely people who come to work sick  or come to eat sick   I appreciate your germs   
1030	1	an e reader would definitely help save my life if someone broke into my house  Good call
1031	1	Too late  thrown the out of the window last night cus i couldn t play  
1032	0	They thought I was gone   These vegas niggas gone respect me and know I been doing this shit too     I    
1033	1	he lost his license not long after  mwahaha  
1034	0	Stuck in traffic     umbrella with rain drops ? high voltage sign ?  
1035	1	he hasn t been diagnosed w  bipolar disorder yet I m assuming He needs to  beat  his  hard feeling  emotions into submission 
1036	0	I hope you know how much we really loved you here in Philly  To the greatest shortstop in Phillies history  thank you 
1037	1	Watching the news being like   oh this totally restored my faith in humanity  
1038	1	Why not  The House Committee has been very informative thus far      
1039	1	My favorite dreams are the ones where you wake up covered in tears 
1040	1	Had an insomnia cookie and now I can t sleep
1041	0	how do you like that loss son 
1042	1	You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack
1043	1	I m going to Finnish all my homework and get caught up on everything over the break  
1044	0	  LeBron James said Thursday that  violence is not the answer and    
1045	1	Pulis is available  Will guarantee we stay up
1046	0	 I always do this    
1047	0	Cats are so cute I wish I wasn t allergic  loudly crying face  loudly crying face 
1048	0	kabhi I m messier than usual messy wesay  persevering face  I need chai   I m resting for last 2 days  May be this is the reason 
1049	0	Claybo Dawson and I are  s  smiling face with sunglasses 
1050	0	Email me when you need a friend   always here to chat  I ve been there many many times so right with you xx
1051	1	My entire body sends sympathies too   I was diagnosed with Rheumatoid Arthritis 11 yrs ago   yay flare ups  
1052	1	Love scooping feed bunks before we can feed calves
1053	0	Do   or do not  There is no try     Do  Do not  Try  Try again  Repeat until you get it right     
1054	0	bruhh I just saw a license plate that had the letters FDB  face with tears of joy 
1055	0	Just in case anyone was wondering  Veni Vidi Vici in Spanish is Vine Vi Vencí 
1056	1	Honking at me whilst you drive past   so romantic  it makes me want to trace you through your number plate and be with you forever
1057	0	No  Its actually not Friday  Today we proudly present ? Sunday~ ? So    GO ENJOY YOUR SUNDAY 
1058	1	Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week         sleeping face  sleeping symbol  confused face 
1059	1	And people start to drink     Means fun
1060	0	 bad  Tom Brady throws under pressure in the 2nd quarter during Sundays 
1061	0	New Years Eve is generally the most overrated party of the year  It s supposed to be a huge shindig  but usually I m disappointed 
1062	1	I love being unappreciated
1063	0	Look     
1064	1	Because your  sarcastic  
1065	0	It s 8 46 and I m ready for bed 
1066	1	Ouch that hurt  face with tears of joy 
1067	0	   Eight in Australia in  via 
1068	1	The Penguins cancelled their morning skate today   due to icy conditions   
1069	0	 Bad Idea When You climb on the mountain 
1070	1	I love math  I m so amped for my final like 7 hours from now  I hardly studied for it    smiling face with open mouth and smiling eyes  face with stuck out tongue and winking eye  face with tears of joy  persevering face  face with open mouth and cold sweat  tired face  confounded face 
1071	1	I m so afraid 
1072	0	absolutely shocking that the lamestream media hasn t picked up on this  
1073	0	not speaking he do not like comedy  it was spoken jokingly  of his assassination that is  funny guys and gals     2 2 
1074	1	They don t even listen to ur order talk about great customer service  thumbs down sign 
1075	1	and what about the blacks you guys they don t know what to do with money
1076	1	The day one of him minions was carrying a sign saying my mother was fat was one of mine 
1077	1	I am starting to think UK has a pretty good basketball team 
1078	1	I just love being told that I wouldn t have gotten hired if my boss knew I was pregnant   
1079	0	Im aware that NYE celebrations are usually laiden with false expectations I ll just be happy to close the door and kick 2014 s arse thru it 
1080	1	ooh  that looks like so much fun 
1081	1	I love waking up with migraines   loudly crying face 
1082	0	why is there a hotdog on 
1083	0	don t forget and  they re as smart   kind as lovely 
1084	0	Taylor wrote a nasty note on my car today   
1085	1	    Keeping the big channels big  and the little channels irrelevant since 2014   
1086	1	Indian society teaches how  Not to get raped  rather than  Don t rape   
1087	0	I just saw another person wearing a heavy winter coat with a hood up  encouraging
1088	1	Hi Orgabeh  so we meet again  I think you re my soulmate   smiling face with heart shaped eyes   zzzzZzz  tired face   
1089	0	nah dude my buddy puked all over steak and shake
1090	1	yes  we officially try that   
1091	0	There are two things that need to better  Drafting and the players work ethic  That s it 
1092	0	When someone on a conference call talks about  housekeeping items   Grrr 
1093	1	Youre such a great person 
1094	1	saturday class wee
1095	1	I don t recall dalai lama talking about busty girls and celebs but apart from that    
1096	1	Went off the road this morning as did my English professor   thank you FSU for your concern for commuters   unamused face 
1097	0	how many championships  You trying to say that makes him worth more than Saban 
1098	0	should just relate to her water first AMEN
1099	1	mocking a spiritually precious holiday for millions is just so courageous of you    
1100	0	Got to play w dogs last night  
1101	0	Apparently it s hang up on Ashley day smiling face with open mouth and smiling eyes 
1102	1	yes  except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods
1103	1	Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it  Small cozy wedding it is
1104	1	I m truly at peace
1105	1	Learned to play 3 string notes on the guitar 
1106	0	Morgan just asked me if I wanted to play a game with him on his Xbox  Usually I can t even look at it 
1107	1	The more liberal the city  the more class and intelligence it exudes 
1108	1	Come to jhb to play volleyball on a fake beach  
1109	0	I don t think it s the last time      
1110	1	Wow I really have the best luck known to man   smiling face with open mouth and cold sweat 
1111	1	I love running on 3 hours of sleep     confused face 
1112	1	There s a reason I don t tell my parents anything  cause I always get THE most positive responses
1113	0	How could he kill is best friend  true 
1114	0	My dad would have a shotgun ready  My dad would offer him a beer   My dad would ask him to join his clan   face with tears of joy  
1115	1	Imma kill all you SOBs  Jk  
1116	0	Is your internet a bit slow today  Blame a thick  wet  cable  
1117	1	OMG  is so fashion   
1118	1	   Road safety campaign donkey killed by car 
1119	1	Love games during the week because I don t get to go to sleep until like 1 
1120	0	Every story has an end   but in life every Ending ia just a new Begining  
1121	1	Don t you just love when you say hi to someone in the hallway and they completely ignore you  Yeah  I love that too   unamused face  fisted hand sign 
1122	0	Abraham was actually from modern day Iraq  Ur of the Chaldea  
1123	1	Rain and sleet hun  Yeah I totally want to get dress and go to work  Sounds like  fun  
1124	1	so helpful
1125	1	studying up on narcissism  the more I read up  the more I m afraid I have this disorder   
1126	1	I love when I m taken as a joke   makes me feel so good about myself 
1127	0	Playing golf all day  ery day  
1128	0	comparing to    
1129	1	brilliant news for potential young buyers 
1130	1	I guess I m not sleeping tonight  I didn t want to leave anyways
1131	0	I swear   I can  stand little fucking girl  I want to punch her in the fucking face   Bitch needs to go home for real  
1132	1	Flooded basements are always a fun thing to deal with
1133	1	The two constables    Veer Pal Singh Yadav and Avnish Yadav   did not have any criminal record    NDTV  
1134	1	3 hours of sleep is sufficient to tackle this day   
1135	1	yeah I m avoiding you by waking up at 6 AM my time so by 10 PM I m exhausted    3
1136	1	heh as if and average work in the same sentence 
1137	1	Why is ISIS an acronym for words in English 
1138	1	I m up early as I need to drive downtown to take a test bright and early this morning  Yay  
1139	0	 RT   
1140	1	Going to go into central for last minute present shopping 
1141	0	 is the game
1142	0	you didn t make enough of a blót to Ullr  God of Hunting  Skiing  and I assume hockey  
1143	0	I wish it was January already     Not because of school but because I m having major withdrawals  fair wtfwasthat
1144	1	sorry for being female  I didn t mean to interrupt your perfect little man world   unamused face 
1145	1	Isabelle sends me the nicest texts   persevering face  confounded face  broken heart 
1146	1	Swag  
1147	0	Free chocolates and free delivery with all flower orders from Bunches  
1148	1	To be fair he looks like he s lost a lot of weight since his amazingly successful halcyon Leeds  days 
1149	0	What s the correct word for racism  towards white people   There is none  
1150	0	Kisses to you bc you lose wisdom today     from your mouth  lol I love you text me when you re able  face with stuck out tongue and winking eye  
1151	1	Where is the from Showtime s Homeland 
1152	1	Jesus  Mary and Joseph  How sad to go through life suffering from  deficiency
1153	1	Good thing I gotta work today  thumbs up sign 
1154	1	Foxy Lady    grinning face with smiling eyes  white smiling face  smiling face with smiling eyes 
1155	1	wow   she really touched them with that tweet 
1156	1	I have to leave for school at 9am and I m still in bed 
1157	0	Uh oh  Better head for the hills  
1158	0	Plan on using the last 16  of my battery on listening to get through the day 
1159	0	Just walked path from in    geek quota for the week is already met   p Here s the start    
1160	1	one essay submitted now to start the next one     
1161	0	yara    I m a restless soul  you re well aware   but I like my skin perspective as most comforting   When any1 expects me to be
1162	0	If your local theater has a physical marquee with letters that can be rearranged  it s your duty to change them all to  The Interview  
1163	1	Up all night 2 nights in a row  My job is fun  
1164	0	When will this girl learn       
1165	0	With no forwards   sure
1166	1	Dentists oh the joy
1167	1	650 return flight  Why I love my family  
1168	0	I love putting up the Christmas tree with the fam white smiling face ? christmas tree  
1169	1	Just snap chatting my sister a few times    
1170	0	Lagopodous   Like a rabbit s foot   Not so easy to drop into conversation but you never know 
1171	1	Standard Christmas newsfeed  Diamonds everywhere  everyone s engaged  Congratulations   
1172	0	that fits 
1173	0	
1174	0	We all have them people on Instagram who put the most pointless hashtags 
1175	0	Currently a bus wanker  I hate people  confused face  
1176	1	Ya and listening to them talk about how hot girls are is a favorite past time     
1177	1	Gee faculty at nicholls are so helpful
1178	1	Stinker of a day    Nothing has gone right  Got worse as the day went on    
1179	1	  
1180	0	 s twitter game is perfect tonight  
1181	0	Iiiiiiii have the best boyfriend everrrrrrrrr 
1182	1	If You Re A Chelsea Fan  Its natural To Be Sentimental   If You re An Arsenal Fan   Its Natural To Be Stupid  Spelling 
1183	0	Not passing judgment  Been in many binds before and actually love the creativity  Vodka is a versatile liquor 
1184	0	yet you cant provide ANY source that shows it 
1185	1	I just love EU servers    
1186	1	An answer to the one who criticize   
1187	1	Now  now  Islam is the  religion of peace  and only Christians can hurt anybody   Get it right   D 
1188	1	8ams are just so lovely 
1189	0	Close to white folks  I am forced to witness firsthand their willful ignorance about the impact of race and racism  Bell Hooks 
1190	0	Wasn t that full in the nosebleeds where I was sitting  but it was fun  Crowd reacting to JoePa is my fav memory 
1191	1	We rebooted the server  it seems ok now YEY   
1192	1	Ppl keep snapping me and I can t snap back because I m looking too good rn
1193	1	At least I woke up feeling a lot better today  
1194	1	Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace   
1195	0	 its not your country 
1196	0	 VIRGIN   cute teenage virgin playing in her hotel room in tight blue gstring underwear 
1197	0	When   how did the ACL tear happen 
1198	0	vCAC looks like an even bigger bag of hurt than vCD 
1199	1	funny joke there bae   
1200	1	The moral police   vigilante s are very quiet with every I suppose it is Indian culture then   
1201	0	Ben were you going to pick up your pizzas today 
1202	0	nope  Doing everything wrong  Cold  Hot  Hot  Cold  Gear seems ok but as today dipped to  14 prob spoke too soon  
1203	1	  cut a promo then states he s facing oh yay  
1204	0	ruling party in powertheir powerspeaking only in foreign parlimentto visit out side india during session
1205	1	wow that s impressive   I have to force myself to go just as I will be doing later  
1206	0	Come on  it s lovely weather for a sleigh ride together with ewe  
1207	1	that s totally obscure   
1208	1	to finally win the champs league   No teams are that good this year and we ve got a solid draw  
1209	1	so basically the only storyline for Caroline Forbes in this season is called  Stefan   great 
1210	0	Yay for days off  
1211	1	Whilst recon its in safe in of course    
1212	0	Do you think Mary s parents believed the bubbemeinseh that she was still a virgin 
1213	1	I m seeing more and more people using the term and I can t believe I m going to say this but they re using it incorrectly
1214	0	I m relaxed  and waiting for the facts to come out  But I ve listened to Blaine hammer on players for doing similar before 
1215	0	I keep seeing noon    Is it 1PM eastern or noon eastern  Need to plan my morning accordingly  Please advise 
1216	1	Appreciate that he has spared suspending our accounts  only blocked us 
1217	0	your delusion that people are being killed  cuz Obama black  is the myth 
1218	0	Thei reights to protest ends where my rights begin  They cannot take my right of earning livelihood and free movement 
1219	0	Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on  HEAVEN  If only the snow hadn t turned to rain 
1220	1	     IMAGINE THAT  Never would have guessed
1221	1	Crime figures  true picture may be worse than feared  says think tank report   via  Surprised 
1222	1	So now its Hamilton on a Monday night  Thanks for all those evening games you give us  saturday football is overrated 
1223	1	Gotta love the sound of rain beating against the window on Christmas Day    
1224	0	 leader s BAGHDAD – An Iraqi official denied Wednesday    
1225	1	I m a Victoria Secret model  It s such a secret not even Victoria knows   
1226	1	 unamused face  Half of the testing group was very helpful today 
1227	0	They done worked me so hard
1228	0	Amen  person with folded hands       I love this  If you didn t plan  then it s your problem  face with stuck out tongue and winking eye   emergency   Pearl    
1229	1	Whoops  Didn t know I had to live up to other people s expectations instead of mine  Let me just fix that   
1230	1	Can t wait for next year when it s a Cyber Month Sale 
1231	0	it s a
1232	1	let s face it  at the mo there s delays on any day ending in a y  
1233	0	Best Christmas gift new album  
1234	1	I love that when a female expresses herself in an emphatic manner  it s always attributed to her menstrual cycle   Mags  
1235	1	I m so persuasive lol
1236	0	study 
1237	1	  the hospital for a new allergy test    Love it 
1238	1	even your link to the service alert is down 
1239	0	HEY LOOK THERE 
1240	1	And you just skip my TBH  Do you not like me so much as to just erase me from your life or something   face with look of triumph 
1241	1	oh joy  now i get to have even more of them in my living room   
1242	1	Human brains disappear every day  Some of them have never even appeared      
1243	0	Happy New Year all my Twitter people  Hope you have a happy and successful 2015  Lots of love  face throwing a kiss  
1244	1	Turns out a sausage butty from burger king is just a burger  Really enjoyed eating that at half 8 in the morning   
1245	1	Ma thing  
1246	0	girl 3   
1247	0	Missed off the  hashtag 
1248	0	First nigga to grab it from behind No homo
1249	0	Loooooool RT Monday is done  Friday is around the corner
1250	0	New homeschool year  New Marketing business  Clickbank University  Wealthy Affiliate  Writing the book finally  0 0
1251	0	SCRATCHING THE NIGHT OFF MY EYES
1252	1	Working on Boxing Day is so fun
1253	0	To all u ur not worth a hair on our heads   Tough being a but at least my is loved by Me
1254	1	It s too bad all this is happening to it looks like a really good movie 
1255	1	gun laws will fix everything
1256	1	S O to the Bengals for sucking it up yesterday  Totally made it worth me staying up 24 hours yesterday and coming to work this am 
1257	0	I mostly follow my lists  but I dip into the full feed randomly 
1258	0	not that it matters  a message board thread is not an authoritative source 
1259	1	 weary cat face  face screaming in fear  weary cat face  face screaming in fear  weary cat face  face screaming in fear   face with tears of joy  father christmas  face with tears of joy  father christmas  face with tears of joy  pistol  pistol  bringing this at movie tuesday night    
1260	1	Mom  how about we bring your physical trainer Dunckin  Donuts   Yes   bringing donuts to a fitness fanatic would make perfect sense
1261	1	you are by far the funniest prick in the world at the moment  Can you please come to Geelong  We have a normal mayor    
1262	1	Thank you Harding science department for only giving us 55 minutes for our final 
1263	1	I guess this is where he lost a couple of million to Lambias  is it    
1264	0	I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town  Where are you from 
1265	0	stl You Will Never Win Again RT New Manager  New Striker  New Transfer Committee   cont  
1266	0	Maybe they are going to jump in and land on something that is technically not  the ground     
1267	1	also sick names
1268	0	Babysitting night  Hoping my car doesn t get towed bc idk where to park  face with open mouth and cold sweat 
1269	0	you mean    it doesn t mean  so much hate          oh      orz
1270	1	Second prize is TWO signed copies of Boris  book  
1271	1	wisdom  I had a head cold  so I took my own advice   Motrin  hydrated and changed my socks  Cold eliminated  
1272	0	Follow  now for great tweets about starting an online shop   StartOnlineHere
1273	1	it s ok Kev  Gurney s bowling the next over
1274	1	I take blazing hot showers so I can get used to burning in the pits of hell  
1275	0	Festive to 
1276	0	I love procrastinating but I hate cramming      
1277	1	  Entertaining journalists collecting facts about annoying dentists  
1278	0	biggest task is to get me to look shall one do that   looking of them too
1279	1	Zuckerberg says he wears a grey t shirt everyday because he doesn t want to waste time on things that don t matter  He runs Facebook  
1280	1	My stomach is a Wonderland for gas inducing bacteria  
1281	0	Here comes the universe  
1282	1	Thank God the re signed Carmelo   
1283	0	Heaven knows I m miserable now      
1284	1	Should be a balanced view then  
1285	0	Alone Tonight cause its a personal song which helps me to imagine myself beyond another world   
1286	0	Thx  If thry real why dont you have them  Friend me on 
1287	0	Boone Pratt  The Evolution Will Be Televised  Directed By Devin Gibson o      via  
1288	1	Off to brave Tesco  Humungous shopping list  hail outside 
1289	0	 weird  
1290	0	Breaking up with your girl so you don t have to buy her any presents    doe
1291	0	 As CitiBike gears up to expand  the    
1292	1	Ooh  Someone knows how to click the  Unfollow  button  I m impressed   
1293	0	I m so ready to get drunk tonight
1294	0	I think the new sweater I bought is a maternity sweater  Oh well  Its super cozy
1295	1	Double dance with the boys is what makes a Monday worthwhile
1296	1	Obama wants closer relations with a Marxist nation    I m SHOCKED I tell you   SHOCKED     
1297	0	oh haha no they ain t  face with tears of joy  face with tears of joy  you ain t even seen em
1298	1	Being able to think your self angry is such a nice gift to have     
1299	0	in the paper that supported the blackshirts 
1300	0	you are the one LYING 
1301	1	Cool to know I have people I can talk to when having a shit night 
1302	0	OSU opponents record much better than Baylor  Outright conf champs  Wins against 7 tms with winning records  Baylor 3 
1303	1	happy new year to you too   Thanks for the reply
1304	0	dressing gown on  turkey and buffalo sauce sandwich in hand and big fat quiz of the year  
1305	0	at  8 25 per day those are definitely not Costco socks  I must say this   funky sock  movement is kinda cool 
1306	1	A tiring selfiee  but yet looks  P Aftr long work    I love unii  
1307	0	This has nothing to do with anything at all  but I hate the word  fleek   It sounds like something I d name my Neopet 
1308	0	Oomf should be chowed in her mom s car
1309	0	Stop living like a king  you re not one So using this in real life  
1310	1	I think I might be an artist  
1311	0	i m really stoked about going abroad in the fall  and well next week but that s for completely different reasons  
1312	0	Look behind you   Tara   Ella   Starbucks   The Omni Santry 
1313	1	i don t like yellow but most of my things are yellow   hi kapitana    Nagaaral kmi ni ASDFGHJKL HUHUHU
1314	0	Love ya Jerry  but what the heck was that 
1315	0	I m not usually a fan of anything or but OMG  These are the best cookies I ve    
1316	0	Image via We Heart It   
1317	1	Take my time because I want it all right   
1318	0	annnnddddddd your opinion is irrelevant
1319	0	 Its Not Finished Its Not Ending  Its Only The When Is In It  Are    
1320	1	I know  but in the big spot  the only time I ve watched him  he choked  Haha  Must mean he sucks  right 
1321	0	oh my fingers stick together
1322	1	Can t wait to work with the dream team again today     see no evil monkey 
1323	1	I just love a chaotic school run      
1324	1	this is my new fave thing on facebook  
1325	0	please reply to this gentleman on behalf of all of us here  
1326	1	My luck just keeps getting better and better
1327	1	Deutsch is a misogynistic toad  how shocking he s a bigot too       
1328	0	  Google Drive Review 
1329	0	don t say anything    just retweet it  
1330	1	Ok  hope it will rain soon   confounded face 
1331	0	 nope  you do NOT fit that definition 
1332	1	Second day in a row that I m late to work  Thanks  Service definitely worth a fare hike   
1333	1	Yeah so I m on a diet slice of pizza   
1334	0	Ebola leaves hundreds of thousands facing hunger in three worst hit countries 
1335	1	Don t be offended when you hear when people refer to The word  holiday  is derived from  Holy Day   
1336	0	lol  then
1337	0	WOW Doutzen looks amazing after having a baby
1338	1	It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark
1339	1	J Cole has a song about being a Virgin and then not being a virgin  
1340	0	Thanks for the update Spot  I m good w  That   If you can Post some stuff on this on my blog  
1341	0	  so Ugly Christmas Sweater Women s Sz M 
1342	1	We ll that was a great way to start off my morning  grinning face 
1343	1	Now I see why this play wasn t reviewed  Because it wasn t even close   
1344	0	Catching up on the RHOA    the drama
1345	0	Never has an been more dependant on govt money than we are now PEOPLE we spend more than we earn   
1346	1	which one is more disturbing dan  Tickling an elf s aubergine  or biting it        grinning face with smiling eyes  pistol  
1347	1	hitting the big issues  champ 
1348	0	 RT RumourIsImADad s accent   
1349	0	least I could do for barging into your convo 
1350	1	on and which is and  
1351	0	 We live in a world where even the neighbors look alien 
1352	1	plus my memory is short and I deleted all those pic you shared  Boom 
1353	1	Nice weekend off but back at work tonight  Over the fucking moon
1354	0	Bridalrangemadequality jewellery on the high street
1355	1	So   I should click on the link in your private message to see the nasty rumor going around about me   
1356	1	My current Christmas song obsession  Played it non stop all weekend   via 
1357	0	Flight diverted over boiling water incident 
1358	1	For 9 grand a year we definitely get all of the information we need in this practical class
1359	0	what happens if I RT  
1360	0	Sneaking in a round of mini golf at at before the kiddos    
1361	0	My Twitter account is worth  100 20  according to Social Account Worth Calculator  See how much you re worth 
1362	1	The  of taking a break from reading about to check my social media 
1363	0	Video  By  Drops Today  with and    
1364	1	I hope that all those people who missed connecting flights take joy in this wonderful experience   
1365	1	He was caught attending    gasp  a Latin Mass 
1366	1	I love how can stay up and tweet but can t stay up and hang out with me  
1367	0	lol has his website been suspended again  
1368	1	The worst is when they consider things like  conservative tribune  as a credible source of information  Totally not bias 
1369	0	RT Meanwhile  in Caguas  Rusney Castillo goes 4 5 with mammoth HR  man  Alex Cora loves this guy
1370	1	I just want to thank e l e n a t on tumblr for spoiling me         Honestly  Fuck you  
1371	1	I love waking up five minutes before I have to be at school   
1372	0	I already can t wait for Julia to come back 
1373	1	Its gonna be a loooong day    but yolo lets have fun  smiling face with open mouth and tightly closed eyes 
1374	0	You re slipping back into hate figure territory
1375	1	Being used is such a great feeling   
1376	1	Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption 
1377	0	People are loving this Funk  Let s keep the Tweet going on  
1378	0	Where I am    Boys Town 
1379	0	I have footy socks on  trackies  a tee  a fluffy dressing gown and I m wrapped up in my quilt    I sweating bean but shivering my nuds off
1380	1	My finger is so ducking attractive without my bandage tbh   
1381	1	Accidentally breaking your own computer when your tech support  Haha   talk about employee of the month   personal computer  floppy disk  pistol 
1382	1	So glad all that voting was put to good use 
1383	1	Ppl make blanket statements about a whole race as a defense that they are sick of hearing about race
1384	1	I just love being wide awake at 4am
1385	1	The word  Taliban  comes from the root word  Talib  which means a student   
1386	1	Yay its fucking Monday life is so perfect and magical I love everything
1387	1	Event technology session is having Internet problems    
1388	0	RT Sources tell and me that Dodgers are showing serious interest in Jon Lester 
1389	1	Can anyone tell iv been uploading items onto depop today lol  
1390	0	where s me boots happy
1391	0	It scares me when I think about what things will be like a year from now  
1392	0	The last Twolves game I was jacked for was right after the lockout in 2011 vs  OKC  Rubio s 1st game     I wonder if I when I will again 
1393	1	Everybody is out there traveling the world and I m sitting here studying maps for my last exam  
1394	1	cleaning up spew is a definite highlight of my job  
1395	0	right  Clearly the po po has been playing too much Call of Duty
1396	1	Actually Israel s demand renders it antisemitic acc to your mate s favourite non definition of antisem 
1397	1	Thank you  strange vet husband at the bar  for reminding me that I will be in debt until I die    
1398	1	Love that I can count on people 
1399	1	I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket
1400	1	Yea I love it when 2 is already throwing a tantrum upon waking up  Totally  Awesome   ok hand sign   
1401	0	The winner goes to this stocking  They bribed me     
1402	1	  World s most villainous climate criminal  Australia  attempts to heavy other nations at Lima  
1403	0	I d rather you know and be upset than hide it for you to only question things later
1404	1	It s almost 1am and and I are arguing on why the guy is cute or not  Really  This is our lives  Come on were adults 
1405	0	not always  They ve found them in  500k homes
1406	1	Thanks for taking down   3 We all love you for this  3
1407	1	yeah  So as you can see  I have great success with the ladies  And I m totally excited for having sex some more 
1408	0	Senate Just Confirmed a New Cabinet Member That Has 2nd Amendment Supporters Furious   The Senate confirme    
1409	1	Having nothing you studied be on the test is just fckn greaaat
1410	0	marty posts FACTS with PROOF you  you make shit up 
